"ID","Gender","Date","Age","Distance","Real_Visual_Angle","Reported_Visual_Angle","Time","Task","Ratio_Visual_Angle","Elevation","Session","Template_Distance","Template_Size"
31948,"Male","11/15/2024",19,361929,0.55026980085631,1.60080734471083,"5:12:00 PM","Perceptual",2.90913174268279,5,"Lower",68,1.9
1083,"Female","11/15/2024",22,361929,0.55026980085631,1.47102704255262,"5:14:00 PM","Perceptual",2.673283251713,5,"Lower",74,1.9
32002,"Male","11/15/2024",20,361929,0.55026980085631,0.913717249345349,"5:16:00 PM","Perceptual",1.66048954153663,5,"Lower",76.5,1.22
32245,"Female","11/15/2024",20,361929,0.55026980085631,0.732624575536509,"5:18:00 PM","Perceptual",1.3313915726366,6,"Lower",61,0.78
32245,"Female","11/15/2024",20,361929,0.55026980085631,0.634654453103939,"6:55:00 PM","Perceptual",1.15335141437221,23,"Higher",65,0.72
31924,"Female","11/15/2024",19,361929,0.55026980085631,1.75966061702245,"5:20:00 PM","Perceptual",3.19781426181144,6,"Lower",70,2.15
31924,"Female","11/15/2024",19,361929,0.55026980085631,1.21283939314558,"7:00:00 PM","Perceptual",2.20408132748373,24,"Higher",77,1.63
1084,"Female","11/15/2024",20,361929,0.55026980085631,1.36366987990534,"5:22:00 PM","Perceptual",2.47818411583418,6,"Lower",60.5,1.44
1084,"Female","11/15/2024",20,361929,0.55026980085631,1.4149602132169,"7:01:00 PM","Perceptual",2.57139354370345,25,"Higher",66,1.63
31504,"Female","11/15/2024",20,361929,0.55026980085631,1.11843299459047,"5:24:00 PM","Perceptual",2.03251749023844,7,"Lower",83.5,1.63
31504,"Female","11/15/2024",20,361929,0.55026980085631,0.52218576837107,"6:54:00 PM","Perceptual",0.948963158724072,23,"Higher",79,0.72
1085,"Male","11/15/2024",19,361929,0.55026980085631,1.71523019789084,"5:26:00 PM","Perceptual",3.11707128979577,7,"Lower",81.5,2.44
1066,"Female","11/15/2024",18,361929,0.55026980085631,1.77231803439102,"5:37:00 PM","Perceptual",3.22081646427445,9,"Lower",75.5,2.44
1066,"Female","11/15/2024",18,361929,0.55026980085631,1.4149602132169,"6:58:00 PM","Perceptual",2.57139354370345,24,"Higher",79.25,1.44
1072,"Female","11/15/2024",18,361929,0.55026980085631,0.912986598751953,"5:39:00 PM","Perceptual",1.6591617372627,10,"Lower",38.2,1.22
