ID,Gender,Age,Notes,Date,Time,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Adjusted Template Number,Lamp1 Adjusted Template Size (cm),Lamp1 Adjusted Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Adjusted Template Number,Lamp2 Adjusted Template Size (cm),Lamp2 Adjusted Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Adjusted Template Number,Lamp3 Adjusted Template Size (cm),Lamp3 Adjusted Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Adjusted Template Number,Lamp4 Adjusted Template Size (cm),Lamp4 Adjusted Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Adjusted Template Number,Lamp1a Adjusted Template Size (cm),Lamp1a Adjusted Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Adjusted Template Number,Lamp2a Adjusted Template Size (cm),Lamp2a Adjusted Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Adjusted Template Number,Lamp3a Adjusted Template Size (cm),Lamp3a Adjusted Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Adjusted Template Number,Lamp4a Adjusted Template Size (cm),Lamp4a Adjusted Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Adjusted Template Number,Lamp5 Adjusted Template Size (cm),Lamp5 Adjusted Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Adjusted Template Number,Lamp6 Adjusted Template Size (cm),Lamp6 Adjusted Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Adjusted Template Number,Lamp7 Adjusted Template Size (cm),Lamp7 Adjusted Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Adjusted Template Number,Stick1 Adjusted Template Size (cm),Stick1 Adjusted Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Adjusted Template Number,Stick2 Adjusted Template Size (cm),Stick2 Adjusted Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Adjusted Template Number,Stick3 Adjusted Template Size (cm),Stick3 Adjusted Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Adjusted Template Number,Stick4 Adjusted Template Size (cm),Stick4 Adjusted Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Adjusted Template Number,Stick7 Adjusted Template Size (cm),Stick7 Adjusted Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Adjusted Template Number,Stick8 Adjusted Template Size (cm),Stick8 Adjusted Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Adjusted Template Number,Stick9 Adjusted Template Size (cm),Stick9 Adjusted Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Adjusted Template Number,Stick9a Adjusted Template Size (cm),Stick9a Adjusted Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Adjusted Template Number,Stick10 Adjusted Template Size (cm),Stick10 Adjusted Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Adjusted Template Number,MoonBall1 Adjusted Template Size (cm),MoonBall1 Adjusted Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Adjusted Template Number,MoonBall2 Adjusted Template Size (cm),MoonBall2 Adjusted Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Adjusted Template Number,MoonBall3 Adjusted Template Size (cm),MoonBall3 Adjusted Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Adjusted Template Number,MoonBall4 Adjusted Template Size (cm),MoonBall4 Adjusted Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Adjusted Template Number,BlueBall Adjusted Template Size (cm),BlueBall Adjusted Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
85,Male,23,,4/14/2025,15:08,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,7,0.78,82.20,4,0.52,67.60,40.64,6670,4.862,40.700,13,1.90,78.40,11,1.44,60.00,40.64,2250,6.255,42.000,8,0.96,76.60,5,0.65,52.30,40.64,4890,6.039,47.800,11,1.44,81,7,0.78,58,40.64,3230,6.448,46.500,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
86,Female,20,,4/14/2025,15:25,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,17,3.3,66.00,15,2.44,41.50,40.64,6670,6.304,40.600,15,2.44,61.20,14,2.15,43.00,40.64,2250,7.314,40.800,15,2.44,61.10,13,1.90,51.40,40.64,4890,7.499,48.100,14,2.15,58.5,14,2.15,48.7,40.64,3230,7.594,47.000,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
87,Female,21,,4/14/2025,15:45,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,13,1.90,65.70,3,0.49,53.80,40.64,6670,6.108,44.300,16,2.7,62.50,10,1.22,50.10,40.64,2250,6.585,46.800,14,2.15,63.00,5,0.65,55.60,40.64,4890,6.021,49.000,15,2.44,62.1,6,0.72,53.5,40.64,3230,6.080,49.900,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
88,Female,20,,4/17/2025,13:00,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,67.20,3,0.49,49.20,40.64,6670,5.886,45.200,17,3.3,61.00,8,0.96,49.00,40.64,2250,6.766,43.200,14,2.15,62.20,4,0.52,49.90,40.64,4890,6.214,42.170,15,2.44,63.3,6,0.72,49.8,40.64,3230,6.239,42.800,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
89,Female,35,,4/17/2025,13:20,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,11,1.44,80.00,2,0.39,44.70,40.64,6670,5.666,51.900,16,2.7,74.30,9,0.98,52.30,40.64,2250,7.412,46.300,12,1.63,78.60,4,0.52,54.30,40.64,4890,5.783,52.200,15,2.44,73.6,9,0.98,58.1,40.64,3230,6.309,51.400,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
90,Female,19,,4/17/2025,13:45,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,10,1.22,63.50,3,0.49,52.90,40.64,6670,6.289,44.500,13,1.90,67.10,7,0.78,51.10,40.64,2250,6.448,44.200,12,1.63,66.90,6,0.72,56.50,40.64,4890,6.607,43.700,14,2.15,63.1,8,0.96,57.4,40.64,3230,6.314,44.500,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
91,Male,18,,4/17/2025,14:10,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,4,0.52,71.80,1,0.3,42.80,40.64,6670,6.563,40.000,16,2.7,67.90,9,0.98,41.40,40.64,2250,7.397,40.900,7,0.78,69.00,3,0.49,51.50,40.64,4890,7.368,44.200,11,1.44,71.2,8,0.96,53.9,40.64,3230,7.611,43.900,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
92,Female,21,,4/17/2025,14:33,,,,,,,40.64,6280,,,,,,,40.64,2020,,,,,,,40.64,5027,,,,,,,40.64,3421,3,0.49,67.30,1,0.3,48.70,40.64,6670,7.077,48.400,11,1.44,68.00,7,0.78,50.60,40.64,2250,7.087,44.600,5,0.65,66.40,2,0.39,49.90,40.64,4890,7.017,43.000,9,0.98,66.5,5,0.65,51.9,40.64,3230,7.680,38.700,,,,,,,40.64,1690,,,,,,,,,,,40.64,2980,,,,,,,,,,,40.64,6110,,,,,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,,,,,,,14,289.56,6110,,,,,,,,,,,14,289.56,10700,,,,,,,,,,,14,289.56,15100,,,,,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,,,,,,,26.74,1520,,,,
6000,Female,24,,5/30/2025,13:00,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,16,2.7,78.5,10,1.22,49.8,40.64,1690,7.024,49.5,7.191,48.5,14,2.15,68.5,6,0.72,53.4,40.64,2980,6.493,48.5,6.759,50,12,1.63,77.5,2,0.39,58.5,40.64,6110,6.086,49.5,6.215,52,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,p,7.7,71.5,j,3.32,55,14,289.56,6110,,,,,j,3.32,83,e,1.66,58,14,289.56,10700,6.25,51.5,6.029,47.5,f,2.08,67,a,0.6,61,14,289.56,15100,6.246,52.5,6.129,51,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,12,1.63,77,7,0.78,53.7,26.74,1520,6.577,53.2,6.562,51
6001,Male,28,,5/30/2025,14:00,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,13,1.90,84,11,1.44,54.4,40.64,1690,7.218,43,6.997,40.1,11,1.44,85,6,0.72,46.5,40.64,2980,6.491,51,6.958,49.1,6,0.72,84.5,2,0.39,47.7,40.64,6110,6.851,48,6.595,40.3,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,i,3.05,74,f,2.08,47.5,14,289.56,6110,,,,,e,1.66,73.5,d,1.4,53,14,289.56,10700,6.779,46.4,6.513,40.5,d,1.4,76.5,b,0.82,50,14,289.56,15100,6.672,45.4,6.493,39,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,11,1.44,85,9,0.98,60,26.74,1520,6.762,45.5,6.693,42
6002,Male,23,myopia,5/30/2025,14:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,20,4.7,65,15,2.44,62.5,40.64,1690,7.652,54.3,7.576,53.8,16,2.7,64,11,1.44,57,40.64,2980,7.249,56.2,7.227,59.5,14,2.15,66,7,0.78,58.5,40.64,6110,7.015,55,6.699,57.3,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,o,6.89,65.5,k,4.07,69,14,289.56,6110,,,,,n,6.1,64,g,2.22,64,14,289.56,10700,6.636,57.8,6.726,59,m,5.17,65,d,1.4,61,14,289.56,15100,6.876,55.6,6.315,58.2,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,17,3.3,71.5,12,1.63,66,26.74,1520,7.316,57.3,7.236,57.1
6003,Female,28,,5/30/2025,15:00,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,13,1.90,77,11,1.44,56.4,40.64,1690,7.463,46,7.639,46.3,10,1.22,77,7,0.78,52.2,40.64,2980,7.169,50.8,6.88,47,6,0.72,77,3,0.49,53.2,40.64,6110,6.758,43.9,6.648,48.5,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,k,4.07,66,f,2.08,52,14,289.56,6110,,,,,f,2.08,64,d,1.4,55,14,289.56,10700,6.576,50,6.197,47.7,b,0.82,64.5,b,0.82,53,14,289.56,15100,6.305,50,5.961,59,,,,,,,14,289.56,15188.5,,,,,,,,,,,14,289.56,2318,,,,,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,12,1.63,77,9,0.98,62.5,26.74,1520,6.86,49.5,6.781,48
6004,Female,24,Updated stick 6 to new lamp due to coverage of previous stick 6,7/7/2025,14:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,20,4.7,77.5,11,1.44,53.3,40.64,1690,6.15,35,4.99,44,20,4.7,74.5,10,1.22,61.1,40.64,2980,5.41,20,5.38,36.5,17,3.3,78,4,0.52,47,40.64,6110,4.99,40.5,4.93,40.2,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,t,13,72.25,g,2.22,47,14,289.56,6110,3.27,43.5,4.35,40.7,s,11,70,d,1.4,49.2,14,289.56,10700,2.92,44.75,4.36,39,p,7.7,71,c,1,49.2,14,289.56,15100,1.81,45.5,4.3,42,,,,,,,14,289.56,15188.5,,,,,v,19,74.5,p,7.7,60.4,14,289.56,2318,2.73,39,5.2,34.5,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,20,4.7,75,9,0.98,56.1,26.74,1520,5.594,31,4.42,33.5
6005,Female,28,,7/8/2025,10:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,11,1.44,63.5,9,0.98,42.9,40.64,1690,7.48,34.5,7.32,32.8,10,1.22,63.6,5,0.65,44.4,40.64,2980,7.15,32,6.789,31.8,7,0.78,61.4,2,0.39,53,40.64,6110,6.89,36.4,6.972,29.8,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,o,6.89,54.5,e,1.66,36.7,14,289.56,6110,6.95,34.4,6.471,33,l,4.7,53.3,c,1,38.7,14,289.56,10700,6.61,36.2,6.645,35.3,j,3.32,53.4,b,0.82,44.1,14,289.56,15100,6.59,36.7,6.545,33.3,,,,,,,14,289.56,15188.5,,,,,s,11,58,m,5.17,41.8,14,289.56,2318,6.62,33.5,6.171,33.2,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,10,1.22,61.7,6,0.72,51.9,26.74,1520,7.09,26.3,6.934,32.6
6006,Male,21,,7/8/2025,11:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,15,2.44,69.5,10,1.22,51,40.64,1690,6.556,30,6.861,26.5,13,1.90,73.4,6,0.72,41,40.64,2980,6.494,31.5,6.645,30.5,11,1.44,73.2,2,0.39,47.3,40.64,6110,6.291,31.3,6.459,28,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,p,7.7,67,g,2.22,46.7,14,289.56,6110,6.283,33.8,6.33,22.5,n,6.1,63.8,d,1.4,49.5,14,289.56,10700,6.196,31,6.413,25,j,3.32,63,c,1,50,14,289.56,15100,6.13,30.2,6.24,28,,,,,,,14,289.56,15188.5,,,,,t,13,64.2,o,6.89,56.3,14,289.56,2318,5.598,30.9,6.325,24.5,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,13,1.90,74.4,6,0.72,53.4,26.74,1520,6.598,32.8,6.378,23.8
6007,Female,18,,7/8/2025,13:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,15,2.44,69.5,8,0.96,42.8,40.64,1690,6.169,14.8,5.749,13.4,9,0.98,69.5,6,0.72,54.4,40.64,2980,5.794,19.4,5.8,18,7,0.78,67.5,3,0.49,59,40.64,6110,5.539,27.7,5.697,18.7,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,m,5.17,61.5,h,2.77,58.3,14,289.56,6110,6.08,29.4,5.844,19.6,k,4.07,59.8,e,1.66,59,14,289.56,10700,5.673,28.5,5.624,15.8,h,2.77,61.9,d,1.4,60.7,14,289.56,15100,5.692,30.7,5.62,16.5,,,,,,,14,289.56,15188.5,,,,,s,11,64.2,m,5.17,41.6,14,289.56,2318,6.259,21.5,5.397,13.6,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,5,0.65,70,4,0.52,49.9,26.74,1520,5.473,15.7,5.857,16.8
6008,Female,19,slight astigmatism; did it without glasses,7/8/2025,14:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,15,2.44,59.7,9,0.98,34.4,40.64,1690,6.4,32,6.4,29.5,11,1.44,60,5,0.65,35,40.64,2980,6.4,39.2,6.403,29.7,8,0.96,58.3,2,0.39,43.3,40.64,6110,6.276,39.5,6.253,33.6,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,m,5.17,53.4,f,2.08,43.4,14,289.56,6110,5.821,26.4,5.89,26.9,g,2.22,53.4,d,1.4,49.8,14,289.56,10700,5.785,25,5.895,31.3,d,1.4,52.3,b,0.82,48.7,14,289.56,15100,6.024,29.3,5.707,34.6,,,,,,,14,289.56,15188.5,,,,,r,10.34,57.5,j,3.32,27,14,289.56,2318,6.04,26.8,5.842,22.5,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,10,1.22,65.5,5,0.65,37.7,26.74,1520,6.07,32,6.086,32
6009,Female,29,C#7 was in place #6,7/9/2025,10:30,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,,,,,,,40.64,,,,16,2.7,60.5,10,1.22,54.3,40.64,1690,6.587,40.3,6.667,43.8,13,1.90,64.5,5,0.65,45.9,40.64,2980,6.256,44.3,6.451,45.1,11,1.44,62.5,2,0.39,49.7,40.64,6110,6.015,45.4,6.036,47.5,,,,,,,14,259.08,6280,,,,,,,14,259.08,2020,,,,,,,14,259.08,5027,,,,,,,14,259.08,3421,o,6.89,55,g,2.22,50.7,14,289.56,6110,5.8,47,5.907,47,j,3.32,56.3,d,1.4,51.5,14,289.56,10700,6.2,46.3,5.808,46.4,h,2.77,56.2,c,1,50.7,14,289.56,15100,5.9,45.3,5.735,46.5,,,,,,,14,289.56,15188.5,,,,,r,10.34,56,p,7.7,60.6,14,289.56,2318,5.759,43.2,5.664,44.7,,,,,,,55,6060,,,,,,,55,2080,,,,,,,55,4720,,,,,,,55,3270,12,1.63,61.5,8,0.96,57.6,26.74,1520,6.023,33,6.107,41.6
