Study,Task,modelName,FitName,FormulaStr,DistanceMode,DistanceGroupVariable,Intercept,IciL,IciU,Ip,VAe,VAciL,VAciU,VAp,De,DciL,DciU,Dp,Ee,EciL,EciU,Ep,AIC,BIC,LogLikelihood,Dmoon_m,DmoonMean_m,DmoonMedian_m,DmoonMin_m,DmoonMax_m,DmoonSD_m,DmoonNGroups,Dmoon_log2_m,MaxQuadDistance_m,DmoonLowerBound_m,MinimumDistanceFactor,StartDmoon_m,StartDmoonMedian_m,NegLogLikelihoodObjective,OptimizerExitFlag,OptimizerIterations,OptimizerFuncCount,PredictionColumn,Iteration,TransformID,TransformLabel
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I11,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.14024924421299,1.0165300567033,1.26396843172267,6.21377796082029e-63,-0.136298023977657,-0.161789671053752,-0.110806376901562,1.98851019882413e-24,0.0314699753506218,0.0238562319165821,0.0390837187846615,1.56117011382877e-15,-0.182160690174313,-0.21901529732852,-0.145306083020107,2.90878962071786e-21,1326.62055735041,1355.68945022566,-657.310278675204,1291231591.13366,1291231591.13366,398884636.293508,1344691.70286672,6083232759.04966,2055104939.70484,11,30.2661006349686,151.907293145392,1519.07293145392,10,374103000,374538000,657.310278675204,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,11,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I12,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.13700594699186,1.00419920186293,1.2698126921208,1.39071960520651e-55,-0.129483458510327,-0.1557384987886,-0.103228418232054,3.4978591435694e-21,0.0357815851943411,0.0279157880918739,0.0436473822968082,2.25549696986187e-18,-0.18255334363248,-0.220449898093067,-0.144656789171892,2.53655512145047e-20,1414.561149136,1443.64918078346,-701.280574568001,1101887525.97136,1101887525.97136,511264836.578107,24998541.1540256,4191580800.4282,1405676712.81697,12,30.0373298238077,151.907293145392,1519.07293145392,10,375146416.666667,376841000,701.280574568001,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,12,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I13,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.22117249952028,1.09174031945951,1.35060467958106,1.49381596249096e-65,-0.126032107738049,-0.151327689699452,-0.100736525776647,1.41580885593726e-21,0.0311446511813211,0.0233771588035896,0.0389121435590527,9.75967492909435e-15,-0.208071508790294,-0.24522787544672,-0.170915142133868,1.59226389706352e-26,1371.76881189178,1400.90758379935,-679.884405945889,992699346.560678,992699346.560678,431520115.189092,30625402.4710301,4076564165.09612,1289738845.89575,13,29.8867816018241,151.907293145392,1519.07293145392,10,374768461.538462,374538000,679.884405945889,0,25,43,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,13,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I14,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.31143890518533,1.17960291222218,1.44327489814848,1.47661285140472e-71,-0.112188238550542,-0.138496745482713,-0.0858797316183713,2.08254325752435e-16,0.0311835353090373,0.0232278396112872,0.0391392310067874,3.62945923808986e-14,-0.240459799085437,-0.278638357296172,-0.202281240874703,1.23198444509317e-32,1429.43082201398,1458.55694902751,-708.715411006989,1207662242.97931,1207662242.97931,540636397.626425,4340040.58330546,4406637125.25738,1504251082.66443,11,30.1695698744495,151.907293145392,1519.07293145392,10,372093818.181818,370233000,708.715411006989,0,25,41,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,14,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I15,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.17153764004312,1.03604398506494,1.3070312950213,1.72339192375416e-56,-0.131842388596649,-0.158653162570975,-0.105031614622323,4.53092502570397e-21,0.0301314066313794,0.022096959456722,0.0381658538060369,4.03363896715436e-13,-0.181855718617987,-0.22053672001461,-0.143174717221364,1.82132904449266e-19,1422.29937895028,1451.35547864371,-705.14968947514,3956071457.15052,3956071457.15052,255556549.901178,25831639.9469329,21124830918.3044,7936827679.85517,11,31.8814213392202,151.907293145392,1519.07293145392,10,372485181.818182,374538000,705.14968947514,0,25,41,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,15,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I16,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.15271391339576,1.02565189838363,1.27977592840788,2.70737509678064e-61,-0.138505745687214,-0.163956220528559,-0.113055270845869,3.32532011359718e-25,0.0298514093708684,0.0223014207004628,0.0374013980412739,2.22747312915063e-14,-0.185222730513726,-0.222669738265089,-0.147775722762364,2.72652860626501e-21,1357.73417612649,1386.80945537807,-672.867088063243,1744198200.10627,1744198200.10627,431582311.765693,1200023.3669679,13688959849.1708,3827131417.69462,12,30.699916842532,151.907293145392,1519.07293145392,10,374787666.666667,374688500,672.867088063243,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,16,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I17,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.09692942842375,0.9680784220218,1.22578043482569,4.24876145055208e-55,-0.128083882740946,-0.152765791866071,-0.103401973615821,3.49413271460982e-23,0.0355415221101647,0.0272080334113163,0.043875010809013,2.06175552848124e-16,-0.183667934072206,-0.218904371621588,-0.148431496522825,2.2959171875257e-23,1326.92970276102,1356.06215555268,-657.464851380509,5537188415.83363,5537188415.83363,393323715.227624,89044.8596048533,37765983560.5079,11733647055.201,10,32.3665064677751,151.907293145392,1519.07293145392,10,371071300,368867000,657.464851380509,0,25,41,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,17,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I18,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.03566247668485,0.898964257698357,1.17236069567134,4.71924016713532e-45,-0.124581298977894,-0.150668393966756,-0.0984942039890313,5.16469216866438e-20,0.0403515627758078,0.0318573709973859,0.0488457545542296,7.90709942720315e-20,-0.173986752876248,-0.211468689877401,-0.136504815875096,4.88871291504321e-19,1395.17058313136,1424.25224196888,-691.585291565681,1981090152.84291,1981090152.84291,578234646.002387,302092.164539032,12760656536.4821,3779401998.28611,11,30.8836473879744,151.907293145392,1519.07293145392,10,372485181.818182,374538000,691.585291565681,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,18,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I19,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.27135107055325,1.14535674765422,1.39734539345228,3.33143181269779e-73,-0.12649331279997,-0.152862281430596,-0.100124344169345,3.56961571141247e-20,0.0285591491970581,0.0210259632848493,0.0360923351092669,2.27064994143203e-13,-0.20569489787789,-0.243838039682256,-0.167551756073523,8.34224039390449e-25,1400.59423891626,1429.68863661207,-694.297119458132,687461851.539812,687461851.539812,414116699.128007,8073909.70427089,2330584603.61544,642814263.184816,13,29.3567044171743,151.907293145392,1519.07293145392,10,374768461.538462,374538000,694.297119458132,0,25,42,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,19,2,absElevation
combined_training,Perceptual,latentDmoon_logPM_by_logAngleNDistanceNElevation,combined_training_latentDmoon_absElevation_I20,log2ratio_visual_angle ~ 1 + log2real_visual_angle + log2distance + log2elevation + (1 | ID),byDate,Date,1.22203527942228,1.08913298231791,1.35493757652666,1.20937303711492e-62,-0.124231686960985,-0.150585006038512,-0.0978783678834576,1.48038795631584e-19,0.0223473579969284,0.0143104454865036,0.0303842705073531,6.21280497650241e-08,-0.190956767677662,-0.229060017306473,-0.152853518048852,8.77065703215206e-22,1390.94390217993,1419.9807608093,-689.471951089964,844692011.573235,844692011.573235,495764017.751439,2709068.67733542,3958546029.96157,1062768328.83832,12,29.653850166326,151.907293145392,1519.07293145392,10,375732833.333333,376841000,689.471951089964,0,25,41,predicted_PM_latentDmoon_logPM_by_logAngleNDistanceNElevation,20,2,absElevation
