ID,Real_Visual_Angle,Distance,Elevation,Task,Reported_Visual_Angle,Ratio_Visual_Angle,Size,Study
1009,0.503898546412973,395236000,24,Perceptual,1.59634323327247,3.16798539038487,3476000,MoonStudy
1010,0.503898546412973,395236000,19,Perceptual,0.863572212223388,1.71378190782801,3476000,MoonStudy
1010,0.503898546412973,395236000,23,Perceptual,0.948322286999679,1.88197067395879,3476000,MoonStudy
1011,0.503898546412973,395236000,19,Perceptual,1.7134891725895,3.40046460698698,3476000,MoonStudy
1011,0.503898546412973,395236000,25,Perceptual,1.12739670426841,2.23734859386643,3476000,MoonStudy
1012,0.531744976718754,374538000,7.5,Perceptual,1.31153286256249,2.46646967998754,3476000,MoonStudy
1012,0.531744976718754,374538000,16,Perceptual,1.18213680506133,2.22312735769683,3476000,MoonStudy
1013,0.531744976718754,374538000,8,Perceptual,2.21879730851814,4.17267187404328,3476000,MoonStudy
1013,0.531744976718754,374538000,17,Perceptual,1.21283939314558,2.28086666775804,3476000,MoonStudy
1014,0.531744976718754,374538000,9,Perceptual,1.13018146971724,2.12542011528019,3476000,MoonStudy
1014,0.531744976718754,374538000,19,Perceptual,0.884803314550749,1.6639617735754,3476000,MoonStudy
1015,0.531744976718754,374538000,10,Perceptual,1.25004014803499,2.35082643516189,3476000,MoonStudy
1015,0.531744976718754,374538000,19,Perceptual,0.998558309879495,1.87788950267346,3476000,MoonStudy
1016,0.531744976718754,374538000,10,Perceptual,1.8384381612317,3.45736817783625,3476000,MoonStudy
1016,0.531744976718754,374538000,19,Perceptual,1.34370992898351,2.52698189510912,3476000,MoonStudy
1017,0.537927917429303,370233000,10,Perceptual,2.24172275062063,4.16732926101619,3476000,MoonStudy
1017,0.537927917429303,370233000,19,Perceptual,0.984494805327187,1.83016120455688,3476000,MoonStudy
1018,0.537927917429303,370233000,11,Perceptual,1.16201541492958,2.16016937823699,3476000,MoonStudy
1018,0.537927917429303,370233000,19,Perceptual,0.891249709902549,1.65681995863262,3476000,MoonStudy
1019,0.537927917429303,370233000,11,Perceptual,2.25999915301493,4.20130482131362,3476000,MoonStudy
1019,0.537927917429303,370233000,17,Perceptual,1.48650980969647,2.7633996331708,3476000,MoonStudy
1020,0.537927917429303,370233000,12,Perceptual,1.27929096791041,2.37818288744708,3476000,MoonStudy
1020,0.537927917429303,370233000,20,Perceptual,1.04434985062509,1.94143084377536,3476000,MoonStudy
1021,0.54835022801984,363196000,9,Perceptual,1.44180445535242,2.62934960483001,3476000,MoonStudy
1021,0.54835022801984,363196000,20,Perceptual,1.44180445535242,2.62934960483001,3476000,MoonStudy
1022,0.54835022801984,363196000,10,Perceptual,3.22707786576236,5.88506706273423,3476000,MoonStudy
1022,0.54835022801984,363196000,20,Perceptual,2.03529390911587,3.71166784495661,3476000,MoonStudy
1023,0.54835022801984,363196000,11,Perceptual,1.65338761680617,3.01520366422888,3476000,MoonStudy
1023,0.54835022801984,363196000,23,Perceptual,1.31532421137466,2.39869365263959,3476000,MoonStudy
53,0.54835022801984,363196000,13,Perceptual,0.802127811933412,1.46280200307383,3476000,MoonStudy
53,0.54835022801984,363196000,23.5,Perceptual,0.639574153287337,1.16636069542073,3476000,MoonStudy
1025,0.55198400576911,360805000,4,Perceptual,1.14986973198893,2.0831577001706,3476000,MoonStudy
1025,0.55198400576911,360805000,16,Perceptual,0.662077196016189,1.19944996430409,3476000,MoonStudy
1026,0.55198400576911,360805000,5,Perceptual,2.09028981160228,3.78686662974911,3476000,MoonStudy
1026,0.55198400576911,360805000,17,Perceptual,1.3194808461178,2.39043311459594,3476000,MoonStudy
1027,0.55198400576911,360805000,5,Perceptual,1.83106219380955,3.31723777260218,3476000,MoonStudy
1027,0.55198400576911,360805000,17.5,Perceptual,0.901685460893871,1.63353548557535,3476000,MoonStudy
1028,0.55198400576911,360805000,6,Perceptual,3.5105781256542,6.35992726050588,3476000,MoonStudy
1028,0.55198400576911,360805000,19,Perceptual,2.4878828815711,4.50716480109707,3476000,MoonStudy
1029,0.55198400576911,360805000,7,Perceptual,1.21283939314558,2.19723647871946,3476000,MoonStudy
1029,0.55198400576911,360805000,18.5,Perceptual,1.78447837938828,3.23284435914383,3476000,MoonStudy
1030,0.55198400576911,360805000,8,Perceptual,1.79346056011619,3.24911689717759,3476000,MoonStudy
1030,0.55198400576911,360805000,18,Perceptual,0.715042047745884,1.29540356291588,3476000,MoonStudy
1031,0.55198400576911,360805000,9,Perceptual,1.6721083646812,3.02926959333063,3476000,MoonStudy
1031,0.55198400576911,360805000,19,Perceptual,1.3414984285074,2.43032119497415,3476000,MoonStudy
1032,0.54835022801984,363196000,14,Perceptual,2.89094921726655,5.27208537453541,3476000,MoonStudy
1032,0.54835022801984,363196000,25,Perceptual,2.01908012219808,3.68209953972158,3476000,MoonStudy
1033,0.54835022801984,363196000,15,Perceptual,1.59421448277288,2.90729245892682,3476000,MoonStudy
1033,0.54835022801984,363196000,27,Perceptual,1.18471797443858,2.16051332506369,3476000,MoonStudy
1034,0.54835022801984,363196000,15,Perceptual,1.89307960735111,3.45231844652869,3476000,MoonStudy
1034,0.54835022801984,363196000,25,Perceptual,1.73683377826231,3.16738042497807,3476000,MoonStudy
1035,0.54835022801984,363196000,15,Perceptual,2.03458955947317,3.7103833563092,3476000,MoonStudy
1035,0.54835022801984,363196000,27,Perceptual,2.23945896100241,4.08399385387213,3476000,MoonStudy
1036,0.557105582520147,357488000,16,Perceptual,2.56594451159336,4.60584957699749,3476000,MoonStudy
1036,0.557105582520147,357488000,39,Perceptual,0.78575837505971,1.41042990720936,3476000,MoonStudy
1037,0.557105582520147,357488000,16,Perceptual,1.71078852195229,3.07085151474033,3476000,MoonStudy
1037,0.557105582520147,357488000,41,Perceptual,1.33068086928785,2.38856136258466,3476000,MoonStudy
1038,0.557105582520147,357488000,11,Perceptual,1.76950113864261,3.17624018527695,3476000,MoonStudy
1038,0.557105582520147,357488000,28,Perceptual,1.32752574337253,2.38289793716888,3476000,MoonStudy
1039,0.557105582520147,357488000,18,Perceptual,0.896146487219218,1.60857567279324,3476000,MoonStudy
1039,0.557105582520147,357488000,29,Perceptual,0.723726539416115,1.29908326558537,3476000,MoonStudy
1040,0.557105582520147,357488000,18,Perceptual,3.22707786576236,5.79257858297562,3476000,MoonStudy
1040,0.557105582520147,357488000,34,Perceptual,1.07147425973608,1.92328760176683,3476000,MoonStudy
1041,0.557105582520147,357488000,19,Perceptual,1.36071080534582,2.44246485413133,3476000,MoonStudy
1041,0.557105582520147,357488000,33,Perceptual,1.33411287130862,2.39472177836303,3476000,MoonStudy
1042,0.557105582520147,357488000,19,Perceptual,1.25123740937504,2.24596099668377,3476000,MoonStudy
1042,0.557105582520147,357488000,33,Perceptual,1.15295023673421,2.06953631934304,3476000,MoonStudy
1043,0.557105582520147,357488000,20,Perceptual,0.953803666266298,1.71206984132457,3476000,MoonStudy
1043,0.557105582520147,357488000,35,Perceptual,1.71874448728936,3.08513240796183,3476000,MoonStudy
1044,0.557105582520147,357488000,20,Perceptual,1.27929096791041,2.29631690661464,3476000,MoonStudy
1044,0.557105582520147,357488000,36,Perceptual,1.22879659082724,2.20567990948609,3476000,MoonStudy
1045,0.557105582520147,357488000,21,Perceptual,0.723726539416115,1.29908326558537,3476000,MoonStudy
1045,0.557105582520147,357488000,37,Perceptual,0.688947084423157,1.2366544260903,3476000,MoonStudy
1046,0.557105582520147,357488000,22,Perceptual,1.62469681337902,2.916317596441,3476000,MoonStudy
1046,0.557105582520147,357488000,36,Perceptual,1.48233192547313,2.66077377786736,3476000,MoonStudy
1047,0.557105582520147,357488000,22,Perceptual,0.925818941369154,1.66183748721576,3476000,MoonStudy
1047,0.557105582520147,357488000,39,Perceptual,0.862957155563023,1.54900109178463,3476000,MoonStudy
1048,0.557105582520147,357488000,22,Perceptual,1.5792067606097,2.83466332084832,3476000,MoonStudy
1048,0.557105582520147,357488000,39.5,Perceptual,0.822348835742584,1.47610948722246,3476000,MoonStudy
1049,0.557105582520147,357488000,22,Perceptual,2.70058666288484,4.84753114601428,3476000,MoonStudy
1049,0.557105582520147,357488000,41,Perceptual,1.64461297834099,2.95206695093836,3476000,MoonStudy
1050,0.557105582520147,357488000,23,Perceptual,0.84216376522285,1.51167712485163,3476000,MoonStudy
1050,0.557105582520147,357488000,40,Perceptual,0.832138360694079,1.49368160507346,3476000,MoonStudy
1051,0.557105582520147,357488000,23,Perceptual,1.70477302501102,3.06005374654341,3476000,MoonStudy
1051,0.557105582520147,357488000,42,Perceptual,0.884946922429134,1.58847254487372,3476000,MoonStudy
1052,0.557105582520147,357488000,24,Perceptual,2.27468066507516,4.08303333595279,3476000,MoonStudy
1052,0.557105582520147,357488000,45,Perceptual,1.12249365388949,2.01486700027619,3476000,MoonStudy
1053,0.557105582520147,357488000,24,Perceptual,0.931990796366406,1.67291591685442,3476000,MoonStudy
1053,0.557105582520147,357488000,44,Perceptual,0.748342400000073,1.3432685355886,3476000,MoonStudy
1054,0.557473599616555,357252000,7,Perceptual,2.55465874937243,4.58256453961155,3476000,MoonStudy
1054,0.557473599616555,357252000,36,Perceptual,1.31153286256249,2.35263672300284,3476000,MoonStudy
1055,0.557473599616555,357252000,8,Perceptual,1.34391345647425,2.41072125639425,3476000,MoonStudy
1055,0.557473599616555,357252000,36,Perceptual,0.680596408263859,1.22085854600467,3476000,MoonStudy
1056,0.557473599616555,357252000,10,Perceptual,2.00281922303184,3.59267097923458,3476000,MoonStudy
1056,0.557473599616555,357252000,37,Perceptual,0.515658534941426,0.924991847678723,3476000,MoonStudy
1057,0.557473599616555,357252000,11,Perceptual,2.06242533977591,3.69959284384856,3476000,MoonStudy
1057,0.557473599616555,357252000,32,Perceptual,1.29978880408272,2.33157014964789,3476000,MoonStudy
1058,0.557473599616555,357252000,13,Perceptual,1.94570739228996,3.49022338210862,3476000,MoonStudy
1058,0.557473599616555,357252000,34,Perceptual,1.41372023374187,2.53594113643097,3476000,MoonStudy
1059,0.557473599616555,357252000,11,Perceptual,2.0556868359813,3.68750526911993,3476000,MoonStudy
1059,0.557473599616555,357252000,36,Perceptual,1.90968250774438,3.4256016949644,3476000,MoonStudy
1060,0.557473599616555,357252000,12,Perceptual,1.39186291432886,2.49673332564308,3476000,MoonStudy
1060,0.557473599616555,357252000,34,Perceptual,1.27058902397887,2.27919138207229,3476000,MoonStudy
1061,0.557473599616555,357252000,12,Perceptual,1.96884429884139,3.53172652515853,3476000,MoonStudy
1061,0.557473599616555,357252000,29,Perceptual,1.62075936214186,2.90732935740215,3476000,MoonStudy
1062,0.557473599616555,357252000,14,Perceptual,1.88053232451094,3.37331189459809,3476000,MoonStudy
1062,0.557473599616555,357252000,36,Perceptual,1.60080734471083,2.8715392904918,3476000,MoonStudy
1063,0.557473599616555,357252000,14,Perceptual,1.38670913421823,2.48748843922303,3476000,MoonStudy
1063,0.557473599616555,357252000,39,Perceptual,0.726115012019391,1.30251013235216,3476000,MoonStudy
1064,0.557473599616555,357252000,16,Perceptual,1.25846941569747,2.25745114488486,3476000,MoonStudy
1064,0.557473599616555,357252000,45,Perceptual,1.81140684305761,3.24931412770675,3476000,MoonStudy
1065,0.557473599616555,357252000,15,Perceptual,1.25353550755739,2.24860066632681,3476000,MoonStudy
1065,0.557473599616555,357252000,35,Perceptual,0.76927443419462,1.37992980245835,3476000,MoonStudy
1066,0.557473599616555,357252000,16,Perceptual,1.85151703285572,3.32126406367807,3476000,MoonStudy
1066,0.557473599616555,357252000,38,Perceptual,1.0410555531599,1.86745265403772,3476000,MoonStudy
1067,0.557473599616555,357252000,16,Perceptual,1.36071080534582,2.44085245701636,3476000,MoonStudy
1067,0.557473599616555,357252000,40,Perceptual,0.982189309936894,1.76185797966481,3476000,MoonStudy
1068,0.557473599616555,357252000,17,Perceptual,1.51188422710866,2.71202838690222,3476000,MoonStudy
1068,0.557473599616555,357252000,40,Perceptual,1.35225997249456,2.42569329457876,3476000,MoonStudy
1069,0.557473599616555,357252000,17,Perceptual,1.01168297412184,1.81476391853839,3476000,MoonStudy
1069,0.557473599616555,357252000,37,Perceptual,0.588805200400641,1.0562028422613,3476000,MoonStudy
1070,0.557473599616555,357252000,18,Perceptual,1.43672656793162,2.5772100578751,3476000,MoonStudy
1070,0.557473599616555,357252000,38,Perceptual,0.862957155563023,1.5479785162142,3476000,MoonStudy
1071,0.557473599616555,357252000,18,Perceptual,1.67019935894835,2.99601516573549,3476000,MoonStudy
1071,0.557473599616555,357252000,41,Perceptual,0.976377820990968,1.7514332905855,3476000,MoonStudy
1072,0.557473599616555,357252000,19,Perceptual,1.82970969742114,3.28214591449651,3476000,MoonStudy
1072,0.557473599616555,357252000,39,Perceptual,0.709719290720392,1.27309937404848,3476000,MoonStudy
1073,0.557473599616555,357252000,20,Perceptual,1.83253704985183,3.28721763884837,3476000,MoonStudy
1073,0.557473599616555,357252000,35,Perceptual,0.957523618089764,1.71761249097423,3476000,MoonStudy
1074,0.557473599616555,357252000,20,Perceptual,2.01923238978901,3.62211303132182,3476000,MoonStudy
1074,0.557473599616555,357252000,44,Perceptual,0.674568932661517,1.21004641856673,3476000,MoonStudy
52,0.557473599616555,357252000,21,Perceptual,0.580205467256331,1.04077658144782,3476000,MoonStudy
52,0.557473599616555,357252000,46,Perceptual,0.584187200727894,1.04791904249764,3476000,MoonStudy
1076,0.557473599616555,357252000,21,Perceptual,1.08603835085711,1.94814310777069,3476000,MoonStudy
1077,0.557473599616555,357252000,21,Perceptual,1.90578591584785,3.41861196146095,3476000,MoonStudy
1077,0.557473599616555,357252000,43,Perceptual,0.919728289724227,1.64981496945656,3476000,MoonStudy
1078,0.557473599616555,357252000,22,Perceptual,0.739902101826902,1.32724150943798,3476000,MoonStudy
1078,0.557473599616555,357252000,44,Perceptual,0.729634352133488,1.30882314899818,3476000,MoonStudy
1079,0.557473599616555,357252000,22,Perceptual,1.09903628470716,1.97145889144007,3476000,MoonStudy
1079,0.557473599616555,357252000,43,Perceptual,0.670772196376542,1.20323580675016,3476000,MoonStudy
1080,0.557473599616555,357252000,23,Perceptual,1.28725434122201,2.30908574344582,3476000,MoonStudy
1080,0.557473599616555,357252000,43,Perceptual,0.75115798905909,1.3474323978315,3476000,MoonStudy
54,0.557473599616555,357252000,23,Perceptual,0.81245238826416,1.45738271520478,3476000,MoonStudy
54,0.557473599616555,357252000,44,Perceptual,0.964126918680438,1.72945753726022,3476000,MoonStudy
1082,0.557473599616555,357252000,24,Perceptual,1.17275112953019,2.10368909009654,3476000,MoonStudy
1082,0.557473599616555,357252000,45,Perceptual,0.838042729434726,1.50328684624914,3476000,MoonStudy
32131,0.55026980085631,361929000,4,Perceptual,1.51188422710866,2.74753261900966,3476000,MoonStudy
32131,0.55026980085631,361929000,23,Perceptual,0.677124058646317,1.23053101877043,3476000,MoonStudy
31948,0.55026980085631,361929000,5,Perceptual,1.60080734471083,2.90913174268279,3476000,MoonStudy
1083,0.55026980085631,361929000,5,Perceptual,1.47102704255262,2.673283251713,3476000,MoonStudy
32002,0.55026980085631,361929000,5,Perceptual,0.913717249345349,1.66048954153663,3476000,MoonStudy
32245,0.55026980085631,361929000,6,Perceptual,0.732624575536509,1.3313915726366,3476000,MoonStudy
32245,0.55026980085631,361929000,23,Perceptual,0.634654453103939,1.15335141437221,3476000,MoonStudy
31924,0.55026980085631,361929000,6,Perceptual,1.75966061702245,3.19781426181144,3476000,MoonStudy
31924,0.55026980085631,361929000,24,Perceptual,1.21283939314558,2.20408132748373,3476000,MoonStudy
1084,0.55026980085631,361929000,6,Perceptual,1.36366987990534,2.47818411583418,3476000,MoonStudy
1084,0.55026980085631,361929000,25,Perceptual,1.4149602132169,2.57139354370345,3476000,MoonStudy
31504,0.55026980085631,361929000,7,Perceptual,1.11843299459047,2.03251749023844,3476000,MoonStudy
31504,0.55026980085631,361929000,23,Perceptual,0.52218576837107,0.948963158724072,3476000,MoonStudy
1085,0.55026980085631,361929000,7,Perceptual,1.71523019789084,3.11707128979577,3476000,MoonStudy
1066,0.55026980085631,361929000,9,Perceptual,1.77231803439102,3.22081646427445,3476000,MoonStudy
1066,0.55026980085631,361929000,24,Perceptual,1.4149602132169,2.57139354370345,3476000,MoonStudy
1072,0.55026980085631,361929000,10,Perceptual,0.912986598751953,1.6591617372627,3476000,MoonStudy
1072,0.55026980085631,361929000,22,Perceptual,1.0279261189529,1.86804021836793,3476000,MoonStudy
1056,0.55026980085631,361929000,11,Perceptual,0.738803762095228,1.34262094875192,3476000,MoonStudy
1056,0.55026980085631,361929000,24,Perceptual,0.710748656770106,1.29163667652498,3476000,MoonStudy
1087,0.55026980085631,361929000,13,Perceptual,1.98667070455893,3.61035750365975,3476000,MoonStudy
1087,0.55026980085631,361929000,NaN,Perceptual,1.48233192547313,2.69382750637302,3476000,MoonStudy
1088,0.55026980085631,361929000,14,Perceptual,2.14833999674524,3.90415754853723,3476000,MoonStudy
1088,0.55026980085631,361929000,30,Perceptual,0.738803762095228,1.34262094875192,3476000,MoonStudy
1089,0.55026980085631,361929000,14,Perceptual,1.37334778162488,2.49577167325506,3476000,MoonStudy
1089,0.55026980085631,361929000,NaN,Perceptual,1.21327705058698,2.20487667812938,3476000,MoonStudy
1090,0.55026980085631,361929000,13,Perceptual,1.09869716218595,1.99665175242435,3476000,MoonStudy
1090,0.55026980085631,361929000,29,Perceptual,1.3955974191686,2.53620572489498,3476000,MoonStudy
1082,0.55026980085631,361929000,15,Perceptual,1.01302942083891,1.84096859261125,3476000,MoonStudy
1082,0.55026980085631,361929000,31,Perceptual,0.884803314550749,1.60794452680094,3476000,MoonStudy
1091,0.55026980085631,361929000,16,Perceptual,2.81213724254563,5.11046987890211,3476000,MoonStudy
1091,0.55026980085631,361929000,NaN,Perceptual,1.27087245618219,2.30954425302735,3476000,MoonStudy
1092,0.55026980085631,361929000,17,Perceptual,1.79218337492071,3.25691755595488,3476000,MoonStudy
1092,0.55026980085631,361929000,32,Perceptual,1.64236654717519,2.98465688035106,3476000,MoonStudy
31459,0.55026980085631,361929000,17,Perceptual,1.16201541492958,2.11171940223013,3476000,MoonStudy
31459,0.55026980085631,361929000,NaN,Perceptual,0.90562411142188,1.64578196007228,3476000,MoonStudy
5000,0.525285207232985,379144000,5,Perceptual,1.61266361705449,3.07007240038117,3476000,MoonStudy
5000,0.525285207232985,379144000,18,Perceptual,0.76068172894929,1.44813087913952,3476000,MoonStudy
6875341,0.525285207232985,379144000,6,Perceptual,0.981040606673591,1.86763417885183,3476000,MoonStudy
6875341,0.525285207232985,379144000,17,Perceptual,0.729209168771621,1.38821569450401,3476000,MoonStudy
32437,0.525285207232985,379144000,6,Perceptual,1.05773819557891,2.01364550346029,3476000,MoonStudy
32437,0.525285207232985,379144000,20,Perceptual,0.49989289178231,0.951659945680876,3476000,MoonStudy
6875476,0.525285207232985,379144000,7,Perceptual,0.90484657863897,1.72258149702212,3476000,MoonStudy
6875476,0.525285207232985,379144000,21,Perceptual,0.364608275568288,0.694114874258337,3476000,MoonStudy
6873834,0.525285207232985,379144000,7,Perceptual,2.73971079323711,5.21566333015341,3476000,MoonStudy
6873834,0.525285207232985,379144000,21,Perceptual,2.3796364122315,4.530179756568,3476000,MoonStudy
5001,0.525285207232985,379144000,7,Perceptual,1.13542935234248,2.16154831072347,3476000,MoonStudy
5001,0.525285207232985,379144000,21,Perceptual,0.506694067560163,0.964607532409388,3476000,MoonStudy
5002,0.525285207232985,379144000,8,Perceptual,0.982189309936894,1.86982099707456,3476000,MoonStudy
5002,0.525285207232985,379144000,20,Perceptual,0.957523618089764,1.82286423623779,3476000,MoonStudy
5003,0.525285207232985,379144000,8,Perceptual,1.68735647370734,3.21226726066728,3476000,MoonStudy
5003,0.525285207232985,379144000,21,Perceptual,1.36332429464905,2.59539822533849,3476000,MoonStudy
5004,0.525285207232985,379144000,9,Perceptual,0.539738859056607,1.02751581735903,3476000,MoonStudy
5004,0.525285207232985,379144000,22,Perceptual,0.585143300652731,1.11395351057963,3476000,MoonStudy
5005,0.525285207232985,379144000,9,Perceptual,2.24172275062063,4.26762969859599,3476000,MoonStudy
5005,0.525285207232985,379144000,24,Perceptual,1.57761019122472,3.00334022260976,3476000,MoonStudy
5006,0.525285207232985,379144000,10,Perceptual,1.06456192159728,2.02663601970635,3476000,MoonStudy
5006,0.525285207232985,379144000,19,Perceptual,0.890438778312539,1.69515296842843,3476000,MoonStudy
5007,0.525285207232985,379144000,29,Perceptual,0.906639570425287,1.72599486515362,3476000,MoonStudy
5008,0.525285207232985,379144000,10,Perceptual,0.812786962572855,1.54732505576223,3476000,MoonStudy
5009,0.525285207232985,379144000,11,Perceptual,1.12249365388949,2.13692226324511,3476000,MoonStudy
5009,0.525285207232985,379144000,22,Perceptual,0.790830598396201,1.50552611706318,3476000,MoonStudy
5010,0.525285207232985,379144000,11,Perceptual,1.13797531399819,2.16639512845343,3476000,MoonStudy
5010,0.525285207232985,379144000,25,Perceptual,0.970821925241984,1.84818059194152,3476000,MoonStudy
5011,0.525285207232985,379144000,11,Perceptual,1.07847694728465,2.05312643956925,3476000,MoonStudy
5011,0.525285207232985,379144000,23,Perceptual,1.78515884839438,3.39845635059467,3476000,MoonStudy
5012,0.525285207232985,379144000,12,Perceptual,1.12517011100173,2.14201750879055,3476000,MoonStudy
5012,0.525285207232985,379144000,23,Perceptual,1.08277496964194,2.06130870379086,3476000,MoonStudy
5013,0.525285207232985,379144000,12,Perceptual,1.27058902397887,2.41885552169245,3476000,MoonStudy
5013,0.525285207232985,379144000,27,Perceptual,1.74718269545507,3.326160096262,3476000,MoonStudy
5014,0.525285207232985,379144000,12,Perceptual,1.16736112377781,2.22233770855085,3476000,MoonStudy
5014,0.525285207232985,379144000,28,Perceptual,1.07496419948541,2.04643912427676,3476000,MoonStudy
5015,0.525285207232985,379144000,13,Perceptual,1.48103291865042,2.81948339351106,3476000,MoonStudy
5015,0.525285207232985,379144000,28,Perceptual,0.913717249345349,1.7394688385734,3476000,MoonStudy
5016,0.525285207232985,379144000,13,Perceptual,1.46115545153287,2.78164210873121,3476000,MoonStudy
5016,0.525285207232985,379144000,28,Perceptual,2.13352729449199,4.06165501162816,3476000,MoonStudy
31453,0.525285207232985,379144000,14,Perceptual,1.53973140428729,2.93122932663199,3476000,MoonStudy
31453,0.525285207232985,379144000,29,Perceptual,0.919728289724227,1.75091222265525,3476000,MoonStudy
5018,0.525285207232985,379144000,15,Perceptual,1.9969649918728,3.80167757320275,3476000,MoonStudy
5018,0.525285207232985,379144000,25,Perceptual,0.728519301684818,1.38690237542077,3476000,MoonStudy
5019,0.525285207232985,379144000,16,Perceptual,2.07626410144454,3.95264148476893,3476000,MoonStudy
5019,0.525285207232985,379144000,26,Perceptual,0.413801053372908,0.787764528060222,3476000,MoonStudy
5020,0.525285207232985,379144000,16,Perceptual,1.99590916901365,3.7996675739783,3476000,MoonStudy
5020,0.525285207232985,379144000,30,Perceptual,0.748342400000073,1.42464015680562,3476000,MoonStudy
5021,0.525285207232985,379144000,17,Perceptual,2.3854733028007,4.54129160683302,3476000,MoonStudy
5021,0.525285207232985,379144000,30,Perceptual,0.753678580881378,1.43479879216757,3476000,MoonStudy
5022,0.525285207232985,379144000,17,Perceptual,2.66256401725074,5.06879687565577,3476000,MoonStudy
5022,0.525285207232985,379144000,28,Perceptual,1.14587739536697,2.18143853965172,3476000,MoonStudy
5023,0.522543965315936,381133000,5,Perceptual,3.1244498336848,5.97930517061031,3476000,MoonStudy
5023,0.522543965315936,381133000,21,Perceptual,2.30223086573137,4.40581275173547,3476000,MoonStudy
32329,0.522543965315936,381133000,5,Perceptual,2.21928872247381,4.24708516369909,3476000,MoonStudy
32329,0.522543965315936,381133000,19,Perceptual,1.60195238222086,3.0656796146374,3476000,MoonStudy
5025,0.522543965315936,381133000,6,Perceptual,1.48233192547313,2.83676020366419,3476000,MoonStudy
5025,0.522543965315936,381133000,18,Perceptual,1.19484303828785,2.28658853148449,3476000,MoonStudy
5026,0.522543965315936,381133000,6,Perceptual,2.15542855826005,4.12487503698728,3476000,MoonStudy
5026,0.522543965315936,381133000,18,Perceptual,1.92542951444935,3.68472251571256,3476000,MoonStudy
5027,0.522543965315936,381133000,7,Perceptual,3.75251949000254,7.18125122301187,3476000,MoonStudy
5027,0.522543965315936,381133000,20,Perceptual,2.84837463649157,5.45097604326827,3476000,MoonStudy
1043,0.522543965315936,381133000,7,Perceptual,1.06403389544809,2.03625716891546,3476000,MoonStudy
1043,0.522543965315936,381133000,19,Perceptual,0.812544709304735,1.55497864914287,3476000,MoonStudy
5029,0.522543965315936,381133000,8,Perceptual,1.60195238222086,3.0656796146374,3476000,MoonStudy
5030,0.522543965315936,381133000,8,Perceptual,2.03458955947317,3.89362368435933,3476000,MoonStudy
5030,0.522543965315936,381133000,22,Perceptual,0.848005544761805,1.62284056662886,3476000,MoonStudy
5031,0.522543965315936,381133000,9,Perceptual,1.12739670426841,2.15751549936428,3476000,MoonStudy
5031,0.522543965315936,381133000,24,Perceptual,0.920469774871083,1.76151641960798,3476000,MoonStudy
5032,0.522543965315936,381133000,12,Perceptual,0.956568186329096,1.83059847557658,3476000,MoonStudy
5032,0.522543965315936,381133000,24,Perceptual,0.703781828483644,1.34683753941762,3476000,MoonStudy
5034,0.522543965315936,381133000,12,Perceptual,0.964958740389652,1.8466556011344,3476000,MoonStudy
5034,0.522543965315936,381133000,23,Perceptual,0.689663093023205,1.31981830965405,3476000,MoonStudy
5033,0.522543965315936,381133000,13,Perceptual,0.863827697283068,1.65311965044087,3476000,MoonStudy
5033,0.522543965315936,381133000,26,Perceptual,0.80667815502526,1.54375173874132,3476000,MoonStudy
5035,0.522543965315936,381133000,14,Perceptual,1.33068086928785,2.5465433678548,3476000,MoonStudy
