ID,Gender,Age,Notes,Date,Time,Version,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
53,Female,22,,8/2/24,14:41,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,13,1.9,77,40.64,6670,,,15,2.44,77,40.64,2250,,,13,1.9,77,40.64,4890,,,15,2.44,77,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,15,2.44,77,55,6060,17,3.3,77,55,2080,13,1.9,77,55,4720,15,2.44,77,55,3270,,,,22.605,1520,,,,
54,Female,23,,8/2/24,15:16,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,85,40.64,6670,,,19,4,85,40.64,2250,,,13,1.9,85,40.64,4890,,,17,3.3,85,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,10,1.22,85,55,6060,17,3.3,85,55,2080,13,1.9,85,55,4720,16,2.7,85,55,3270,,,,22.605,1520,,,,
55,Female,23,,8/9/24,15:23,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,75,40.64,6670,,,12,1.63,75,40.64,2250,,,10,1.22,75,40.64,4890,,,12,1.63,75,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,12,1.63,75,55,6060,15,2.44,75,55,2080,11,1.44,75,55,4720,13,1.9,75,55,3270,,,,22.605,1520,,,,
56,Male,19,,8/13/24,12:09,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,8,0.96,61,40.64,6670,,,12,1.63,61,40.64,2250,,,10,1.22,61,40.64,4890,,,12,1.63,61,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,8,0.96,61,55,6060,13,1.9,61,55,2080,11,1.44,61,55,4720,12,1.63,61,55,3270,,,,22.605,1520,,,,
57,Female,46,,8/15/24,11:11,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,60.75,40.64,6670,,,14,2.15,60.75,40.64,2250,,,11,1.44,60.75,40.64,4890,,,15,2.44,60.75,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,4,0.52,60.75,55,6060,15,2.44,60.75,55,2080,8,0.96,60.75,55,4720,11,1.44,60.75,55,3270,,,,22.605,1520,,,,
58,Male,26,Lamp4a Arm Length missing,8/30/24,16:21,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,14,2.15,82,40.64,6670,,,18,3.8,82,40.64,2250,,,16,2.7,82,40.64,4890,,,18,3.8,82,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,14,2.15,82,55,6060,18,3.8,82,55,2080,16,2.7,82,55,4720,17,3.3,82,55,3270,,,,22.605,1520,,,,
59,Female,20,,11/1/24,16:23,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,8,0.96,77,40.64,6670,,,12,1.63,77,40.64,2250,,,9,0.98,77,40.64,4890,,,11,1.44,77,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,77,55,6060,,,77,55,2080,,,77,55,4720,,,77,55,3270,,,,22.605,1520,,,,
60,Male,18,,11/1/24,16:27,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,8,0.96,71,40.64,6670,,,13,1.9,71,40.64,2250,,,8,0.96,71,40.64,4890,,,10,1.22,71,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,71,55,6060,,,71,55,2080,,,71,55,4720,,,71,55,3270,,,,22.605,1520,,,,
31453,Non binary,21,,11/8/24,14:39,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,8,0.96,71,40.64,6670,,,12,1.63,71,40.64,2250,,,10,1.22,71,40.64,4890,,,11,1.44,71,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,9,0.98,71,55,6060,13,1.9,71,55,2080,10,1.22,71,55,4720,11,1.44,71,55,3270,,,,22.605,1520,,,,
31849,Female,18,,11/8/24,15:10,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,9,0.98,77.5,40.64,6670,,,15,2.44,77.5,40.64,2250,,,10,1.22,77.5,40.64,4890,,,13,1.9,77.5,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,5,0.65,77.5,55,6060,16,2.7,77.5,55,2080,9,0.98,77.5,55,4720,13,1.9,77.5,55,3270,,,,22.605,1520,,,,
31624,Female,21,,11/8/24,15:45,2,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,74.3,40.64,6670,,,13,1.9,74.3,40.64,2250,,,11,1.44,74.3,40.64,4890,,,12,1.63,74.3,40.64,3230,,,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,10,1.22,74.3,55,6060,12,1.63,74.3,55,2080,11,1.44,74.3,55,4720,13,1.9,74.3,55,3270,,,,22.605,1520,,,,
61,Male,18,,2/17/25,15:29,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,6,0.72,54.5,40.64,6670,6.894,42.2,12,1.63,57.5,40.64,2250,6.828,45.1,8,0.96,56.4,40.64,4890,6.892,59.1,10,1.22,58,40.64,3230,7.217,61,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
62,Female,35,,2/17/25,15:27,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,12,1.63,75.6,40.64,6670,5.715,46.4,17,3.3,68.1,40.64,2250,5.885,47.6,13,1.9,72.5,40.64,4890,6.016,47.3,14,2.15,67,40.64,3230,5.659,46.6,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
63,Male,22,,3/5/25,13:43,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,5,0.65,66,40.64,6670,6.213,56.9,11,1.44,62.8,40.64,2250,6.899,59.5,6,0.72,64,40.64,4890,6.258,57,10,1.22,67,40.64,3230,7.034,66.8,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
64,Female,25,,3/5/25,14:04,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,9,0.98,78.37,40.64,6670,5.323,41.6,16,2.7,69.6,40.64,2250,5.698,41,10,1.22,75,40.64,4890,5.522,45.4,13,1.9,74.5,40.64,3230,5.434,51.5,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
65,Male,21,,3/5/25,14:31,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,9,0.98,72.7,40.64,6670,6.149,46,14,2.15,68,40.64,2250,6.449,47,9,0.98,69,40.64,4890,6.19,51.2,11,1.44,68.7,40.64,3230,6.373,50.1,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
66,Female,27,,3/6/25,14:30,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,69.9,40.64,6670,6.031,48.5,16,2.7,66.7,40.64,2250,6.717,51.7,12,1.63,71.5,40.64,4890,6.352,55.4,13,1.9,72,40.64,3230,6.798,62,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
67,Female,57,,3/7/25,13:43,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,16,2.7,70.6,40.64,6670,5.929,40.7,20,4.7,66.4,40.64,2250,6.374,35.4,17,3.3,68.8,40.64,4890,6.238,40.5,18,3.8,68.7,40.64,3230,6.461,39.8,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
68,Female,30,,3/7/25,14:27,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,81.3,40.64,6670,6.404,42.9,13,1.9,80.2,40.64,2250,6.801,47.3,8,0.96,78.8,40.64,4890,6.438,51.4,10,1.22,78,40.64,3230,6.569,48.8,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
69,Male,26,,3/7/25,14:39,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,72.5,40.64,6670,6.339,48.8,13,1.9,74.4,40.64,2250,7.016,49,10,1.22,73.4,40.64,4890,6.63,51.3,12,1.63,76.2,40.64,3230,6.879,45.9,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
70,Male,65,,3/7/25,14:59,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,12,1.63,65.3,40.64,6670,6.04,49,11,1.44,74.1,40.64,2250,5.063,36.3,8,0.96,72.8,40.64,4890,4.741,38.2,13,1.9,74.4,40.64,3230,6.482,32.9,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
71,Female,21,,3/7/25,15:41,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,7,0.78,72.3,40.64,6670,5.505,49.4,13,1.9,71,40.64,2250,6.614,48.6,10,1.22,71.5,40.64,4890,6.36,52.4,11,1.44,72.5,40.64,3230,6.73,52.6,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
72,Female,27,,3/7/25,15:58,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,8,0.96,66,40.64,6670,4.769,31.4,11,1.44,64,40.64,2250,4.937,41.2,9,0.98,60.6,40.64,4890,5.404,40.8,10,1.22,67.5,40.64,3230,5.54,44,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
73,Female,20,,4/2/25,16:40,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,11,1.44,82,40.64,6670,5.233,45.3,18,3.8,78.5,40.64,2250,6.259,45.7,12,1.63,79,40.64,4890,5.869,45,16,2.7,77.5,40.64,3230,5.893,43.6,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
74,Male,63,Lamp2a data removed due to input error,4/2/25,14:30,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,10,1.22,91,40.64,6670,6.984,55.6,,,,40.64,2250,6.096,50.1,11,1.44,88.5,40.64,4890,6.646,31.7,14,2.15,85.5,40.64,3230,6.229,33.2,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
75,Male,61,,4/2/25,15:33,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,4,0.52,72.4,40.64,6670,6.418,50.5,10,1.22,72.7,40.64,2250,6.916,51,5,0.65,74,40.64,4890,6.501,51.5,8,0.96,75.5,40.64,3230,6.779,53.5,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
76,Female,21,,4/4/25,13:03,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,12,1.63,78,40.64,6670,6.639,31.2,13,1.9,76.4,40.64,2250,7.471,42.7,14,2.15,75,40.64,4890,7.082,43.1,17,3.3,74,40.64,3230,6.997,39,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
77,Female,18,,4/4/25,13:30,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,6,0.72,67.2,40.64,6670,6.171,43.3,7,0.78,65.6,40.64,2250,6.462,45.1,9,0.98,66.2,40.64,4890,6.081,52.9,11,1.44,66.4,40.64,3230,6.352,52.8,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
78,Female,24,,4/10/25,13:12,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,4,0.52,79,40.64,6670,5.712,52.1,14,2.15,79.4,40.64,2250,6.562,51.8,11,1.44,81.7,40.64,4890,6.875,54.5,13,1.9,80.8,40.64,3230,6.247,54.5,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
79,Female,18,,4/10/25,13:30,,,,,40.64,6280,,,,40.64,2020,,,,40.64,5027,,,,40.64,3421,12,1.63,77.3,40.64,6670,6.43,50.5,15,2.44,73.9,40.64,2250,7.228,49,12,1.63,77.8,40.64,4890,6.211,48.5,15,2.44,77.1,40.64,3230,6.214,49.3,,,,40.64,1690,,,,,,,,40.64,2980,,,,,,,,40.64,6110,,,,,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,,,,14,289.56,6110,,,,,,,,14,289.56,10700,,,,,,,,14,289.56,15100,,,,,,,,14,289.56,15188.5,,,,,,,,14,289.56,2318,,,,,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,,,,22.605,1520,,,,
