ID,Gender,Age,Notes,Date,Time,Version,Lamp1 Estimate Template Number,Lamp1 Estimate Template Size (cm),Lamp1 Estimate Distance (cm),Lamp1 Width (cm),Lamp1 Distance (cm),Lamp2 Estimate Template Number,Lamp2 Estimate Template Size (cm),Lamp2 Estimate Distance (cm),Lamp2 Width (cm),Lamp2 Distance (cm),Lamp3 Estimate Template Number,Lamp3 Estimate Template Size (cm),Lamp3 Estimate Distance (cm),Lamp3 Width (cm),Lamp3 Distance (cm),Lamp4 Estimate Template Number,Lamp4 Estimate Template Size (cm),Lamp4 Estimate Distance (cm),Lamp4 Width (cm),Lamp4 Distance (cm),Lamp1a Estimate Template Number,Lamp1a Estimate Template Size (cm),Lamp1a Estimate Distance (cm),Lamp1a Width (cm),Lamp1a Distance (cm),Lamp1a 1st Caliper Aperture (cm),Lamp1a 1st Caliper Distance (cm),Lamp2a Estimate Template Number,Lamp2a Estimate Template Size (cm),Lamp2a Estimate Distance (cm),Lamp2a Width (cm),Lamp2a Distance (cm),Lamp2a 1st Caliper Aperture (cm),Lamp2a 1st Caliper Distance (cm),Lamp3a Estimate Template Number,Lamp3a Estimate Template Size (cm),Lamp3a Estimate Distance (cm),Lamp3a Width (cm),Lamp3a Distance (cm),Lamp3a 1st Caliper Aperture (cm),Lamp3a 1st Caliper Distance (cm),Lamp4a Estimate Template Number,Lamp4a Estimate Template Size (cm),Lamp4a Estimate Distance (cm),Lamp4a Width (cm),Lamp4a Distance (cm),Lamp4a 1st Caliper Aperture (cm),Lamp4a 1st Caliper Distance (cm),Lamp5 Estimate Template Number,Lamp5 Estimate Template Size (cm),Lamp5 Estimate Distance (cm),Lamp5 Width (cm),Lamp5 Distance (cm),Lamp5 1st Caliper Aperture (cm),Lamp5 1st Caliper Distance (cm),Lamp5 2nd Caliper Aperture (cm),Lamp5 2nd Caliper Distance (cm),Lamp6 Estimate Template Number,Lamp6 Estimate Template Size (cm),Lamp6 Estimate Distance (cm),Lamp6 Width (cm),Lamp6 Distance (cm),Lamp6 1st Caliper Aperture (cm),Lamp6 1st Caliper Distance (cm),Lamp6 2nd Caliper Aperture (cm),Lamp6 2nd Caliper Distance (cm),Lamp7 Estimate Template Number,Lamp7 Estimate Template Size (cm),Lamp7 Estimate Distance (cm),Lamp7 Width (cm),Lamp7 Distance (cm),Lamp7 1st Caliper Aperture (cm),Lamp7 1st Caliper Distance (cm),Lamp7 2nd Caliper Aperture (cm),Lamp7 2nd Caliper Distance (cm),Stick1 Estimate Template Number,Stick1 Estimate Template Size (cm),Stick1 Estimate Distance (cm),Stick1 Width (cm),Stick1 Height (cm),Stick1 Distance (cm),Stick2 Estimate Template Number,Stick2 Estimate Template Size (cm),Stick2 Estimate Distance (cm),Stick2 Width (cm),Stick2 Height (cm),Stick2 Distance (cm),Stick3 Estimate Template Number,Stick3 Estimate Template Size (cm),Stick3 Estimate Distance (cm),Stick3 Width (cm),Stick3 Height (cm),Stick3 Distance (cm),Stick4 Estimate Template Number,Stick4 Estimate Template Size (cm),Stick4 Estimate Distance (cm),Stick4 Width (cm),Stick4 Height (cm),Stick4 Distance (cm),Stick7 Estimate Template Number,Stick7 Estimate Template Size (cm),Stick7 Estimate Distance (cm),Stick7 Width (cm),Stick7 Height (cm),Stick7 Distance (cm),Stick7 1st Caliper Aperture (cm),Stick7 1st Caliper Distance (cm),Stick7 2nd Caliper Aperture (cm),Stick7 2nd Caliper Distance (cm),Stick8 Estimate Template Number,Stick8 Estimate Template Size (cm),Stick8 Estimate Distance (cm),Stick8 Width (cm),Stick8 Height (cm),Stick8 Distance (cm),Stick8 1st Caliper Aperture (cm),Stick8 1st Caliper Distance (cm),Stick8 2nd Caliper Aperture (cm),Stick8 2nd Caliper Distance (cm),Stick9 Estimate Template Number,Stick9 Estimate Template Size (cm),Stick9 Estimate Distance (cm),Stick9 Width (cm),Stick9 Height (cm),Stick9 Distance (cm),Stick9 1st Caliper Aperture (cm),Stick9 1st Caliper Distance (cm),Stick9 2nd Caliper Aperture (cm),Stick9 2nd Caliper Distance (cm),Stick9a Estimate Template Number,Stick9a Estimate Template Size (cm),Stick9a Estimate Distance (cm),Stick9a Width (cm),Stick9a Height (cm),Stick9a Distance (cm),Stick9a 1st Caliper Aperture (cm),Stick9a 1st Caliper Distance (cm),Stick9a 2nd Caliper Aperture (cm),Stick9a 2nd Caliper Distance (cm),Stick10 Estimate Template Number,Stick10 Estimate Template Size (cm),Stick10 Estimate Distance (cm),Stick10 Width (cm),Stick10 Height (cm),Stick10 Distance (cm),Stick10 1st Caliper Aperture (cm),Stick10 1st Caliper Distance (cm),Stick10 2nd Caliper Aperture (cm),Stick10 2nd Caliper Distance (cm),MoonBallBall1 Estimate Template Number,MoonBall1 Estimate Template Size (cm),MoonBall1 Estimate Distance (cm),MoonBall1 Width (cm),MoonBall1 Distance (cm),MoonBall2 Estimate Template Number,MoonBall2 Estimate Template Size (cm),MoonBall2 Estimate Distance (cm),MoonBall2 Width (cm),MoonBall2 Distance (cm),MoonBall3 Estimate Template Number,MoonBall3 Estimate Template Size (cm),MoonBall3 Estimate Distance (cm),MoonBall3 Width (cm),MoonBall3 Distance (cm),MoonBall4 Estimate Template Number,MoonBall4 Estimate Template Size (cm),MoonBall4 Estimate Distance (cm),MoonBall4 Width (cm),MoonBall4 Distance (cm),BlueBall Estimate Template Number,BlueBall Estimate Template Size (cm),BlueBall Estimate Distance (cm),BlueBall Width (cm),BlueBall Distance (cm),BlueBall 1st Caliper Aperture (cm),BlueBall 1st Caliper Distance (cm),BlueBall 2nd Caliper Aperture (cm),BlueBall 2nd Caliper Distance (cm)
6014,Female,26,,7/10/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,13,1.9,68.8,40.64,1690,6.462,35,5.189,47.9,11,1.44,69,40.64,2980,6.173,37.5,5.299,55.7,10,1.22,69.7,40.64,6110,4.48,38.8,4.307,53.6,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,m,5.17,62.2,14,289.56,6110,6.462,53.8,5.583,53.1,k,4.07,61.7,14,289.56,10700,5.96,55.3,5.638,53.6,h,2.77,61,14,289.56,15100,5.184,55,5.64,53,,,,14,289.56,15188.5,,,,,q,9,63.5,14,289.56,2318,5.931,42.4,5.723,44.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,68.8,22.605,1520,5.966,40.7,5.408,48.4
6015,Male,19,nearsighted,7/10/25,15:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,17,3.3,62.2,40.64,1690,6.509,34.3,6.379,29.3,11,1.44,64.8,40.64,2980,6.01,37.3,6.157,30.5,13,1.9,63.7,40.64,6110,6.016,37.9,6.22,29.8,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,o,6.89,65.5,14,289.56,6110,5.872,40.3,5.824,34,m,5.17,67,14,289.56,10700,5.815,42.2,6.231,35.8,l,4.7,68.5,14,289.56,15100,6.222,35.5,6.231,30.7,,,,14,289.56,15188.5,,,,,r,10.34,52,14,289.56,2318,5.872,31.7,6.029,28,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,15,2.44,66.3,22.605,1520,6.22,32.7,6.471,31.1
6016,Female,24,astigmatism,7/11/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,72.7,40.64,1690,6.194,45.8,6.135,43,13,1.9,75.3,40.64,2980,6.357,45.8,5.813,45.2,11,1.44,75,40.64,6110,5.948,46.1,5.813,45.6,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,68.6,14,289.56,6110,5.291,44.2,5.845,45.7,m,5.17,68,14,289.56,10700,5.634,45.4,5.841,46.2,j,3.32,67,14,289.56,15100,5.625,45.5,5.554,45.2,,,,14,289.56,15188.5,,,,,u,15,70,14,289.56,2318,5.052,25,5.455,45.4,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,13,1.9,74.7,22.605,1520,5.507,47.3,5.142,44.5
5027,Female,19,farsighted,7/11/25,15:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,12,1.63,76.5,40.64,1690,6.437,48.5,6.178,48.5,12,1.63,78.7,40.64,2980,6.791,47.6,6.333,48.6,10,1.22,78.2,40.64,6110,6.931,48.4,6.336,49,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,r,10.34,67.8,14,289.56,6110,5.621,47.1,5.508,48.6,o,6.89,67.5,14,289.56,10700,5.888,48.2,5.747,49.4,n,6.1,67.5,14,289.56,15100,6.257,48.1,5.749,49.7,,,,14,289.56,15188.5,,,,,t,13,70,14,289.56,2318,5.474,48.6,5.144,48.7,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,11,1.44,77.1,22.605,1520,6.875,49.6,6.015,50
6017,Female,19,,7/14/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,58.7,40.64,1690,6.5,46.4,6.23,48,13,1.9,62,40.64,2980,6,46,6,48,11,1.44,62.7,40.64,6110,4.85,47.5,6.075,48.4,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,k,4.07,52.5,14,289.56,6110,5.85,47.7,5.85,48.1,j,3.32,52.7,14,289.56,10700,6.25,48.2,5.8,49.2,g,2.22,53.5,14,289.56,15100,5.95,47.4,5.7,48.6,,,,14,289.56,15188.5,,,,,o,6.89,53.8,14,289.56,2318,6.1,47.7,6.13,48.3,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,13,1.9,62,22.605,1520,6.51,46.9,6.45,51.7
6018,Male,17,,7/14/25,15:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,17,3.3,63.7,40.64,1690,6.98,49.3,6.49,46.1,14,2.15,63.3,40.64,2980,6.32,59.8,6,57.8,2,0.39,65.5,40.64,6110,6.11,54.7,6.2,55.7,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,n,6.1,59.5,14,289.56,6110,6,56.3,5.83,57.3,j,3.32,61.5,14,289.56,10700,6.025,51.3,5.97,55.2,f,2.08,60.7,14,289.56,15100,5.5,51.4,5.99,55,,,,14,289.56,15188.5,,,,,v,19,64,14,289.56,2318,6.1,35,6.18,31.6,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,15,2.44,62.8,22.605,1520,6.5,51.2,6.53,45.6
6019,Male,25,,7/15/25,10:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,70.7,40.64,1690,7.22,44,7.02,41.3,12,1.63,69.2,40.64,2980,6.79,49.2,6.78,44.4,9,0.98,70.5,40.64,6110,6.78,47.5,6.55,41.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,n,6.1,58.7,14,289.56,6110,6.22,49.8,6.41,46.8,k,4.07,62.2,14,289.56,10700,6.4,46,6.23,45.5,i,3.05,60.3,14,289.56,15100,6.39,48.4,6.28,45,,,,14,289.56,15188.5,,,,,t,13,64,14,289.56,2318,6.5,44.2,6.4,43.9,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,12,1.63,75,22.605,1520,6.98,49.1,7.05,45
6020,Male,21,,7/15/25,11:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,10,1.22,70,40.64,1690,7.21,55,7.01,51,8,0.96,69.3,40.64,2980,6.75,57.5,7.04,55,5,0.65,69.4,40.64,6110,6.55,57.5,6.51,55.3,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,l,4.7,62.7,14,289.56,6110,6.6,62,6.29,58,h,2.77,62.3,14,289.56,10700,6.51,58,5.84,57,d,1.4,62.8,14,289.56,15100,6.01,58.3,6.02,58.5,,,,14,289.56,15188.5,,,,,r,10.34,65.5,14,289.56,2318,7.05,55.2,6.28,51.2,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,6,0.72,71,22.605,1520,6.78,56.5,6.42,54.5
6021,Female,25,both nearsighted and far sighted,7/15/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,62.5,40.64,1690,9.03,48.5,9.08,49.5,12,1.63,64.5,40.64,2980,5.6,46.7,11.45,48.8,11,1.44,65.8,40.64,6110,9.05,48.8,10.45,50.3,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,58,14,289.56,6110,8.65,49.8,13,50.6,n,6.1,57,14,289.56,10700,10.72,50.1,10.9,48.6,n,6.1,56.5,14,289.56,15100,12.41,48.7,11.72,49.4,,,,14,289.56,15188.5,,,,,s,11,59.5,14,289.56,2318,11.02,48,11.51,49,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,14,2.15,61.5,22.605,1520,8.3,48.7,11.35,49.5
6022,Female,53,,7/15/25,14:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,13,1.9,65.5,40.64,1690,6.41,48.4,6.8,45.4,11,1.44,65,40.64,2980,5.65,45,5.18,44,10,1.22,65.5,40.64,6110,5.67,47.5,5.15,47.6,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,n,6.1,58.4,14,289.56,6110,5.45,42,5.71,47.6,m,5.17,59.7,14,289.56,10700,5.98,41,5.4,48.9,j,3.32,59.7,14,289.56,15100,5.61,32.5,5.8,50.7,,,,14,289.56,15188.5,,,,,r,10.34,62.5,14,289.56,2318,5.65,42.1,5.73,44.3,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,65.6,22.605,1520,5.85,49.4,6.4,49.2
6023,Female,25,nearsighted,7/15/25,15:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,17,3.3,65.5,40.64,1690,7.48,40.5,7.51,44.5,14,2.15,66,40.64,2980,7.16,50.8,7.15,52.6,12,1.63,69.5,40.64,6110,7,47.2,7,47.2,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,55,14,289.56,6110,6.75,50.15,6.71,52.8,n,6.1,55.75,14,289.56,10700,6.78,49.6,6.81,49.5,k,4.07,56,14,289.56,15100,6.6,47.1,6.55,47.7,,,,14,289.56,15188.5,,,,,t,13,54.25,14,289.56,2318,6.35,39.4,6.51,39.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,14,2.15,64.8,22.605,1520,7,44.2,7.23,40
6024,Female,19,,7/16/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,12,1.63,65.5,40.64,1690,6.49,38,6.8,42.5,10,1.22,64.3,40.64,2980,6.23,43.2,6.42,45.4,8,0.96,66,40.64,6110,6.05,45.1,6.15,44.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,59.2,14,289.56,6110,5.85,43,5.9,41.2,p,7.7,58.5,14,289.56,10700,6,43.9,5.81,41.1,n,6.1,58.5,14,289.56,15100,6.15,44.5,5.85,43.4,,,,14,289.56,15188.5,,,,,s,11,60,14,289.56,2318,6.1,38.2,5.85,35.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,9,0.98,64,22.605,1520,5.89,38.6,6.12,39.6
6025,Female,20,One cornea (rt) bigger,7/16/25,14:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,14,2.15,57.3,40.64,1690,6.05,42.1,7,45.9,11,1.44,60.5,40.64,2980,5.95,41.4,6.25,47.9,6,0.72,59.5,40.64,6110,6,41.7,5.85,46,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,m,5.17,58.1,14,289.56,6110,5.48,46.5,5.325,47.8,l,4.7,58.8,14,289.56,10700,5.15,49.6,7.525,49.7,h,2.77,57.7,14,289.56,15100,5.35,44.6,6,46.8,,,,14,289.56,15188.5,,,,,r,10.34,59,14,289.56,2318,5.225,44.4,5.2,44.6,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,58.2,22.605,1520,5.4,39.4,5.65,47.9
6026,Female,34,Subject was late; kind of rushed/went through the protocol,7/17/25,11:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,11,1.44,69.5,40.64,1690,6.4,46.2,6.05,44.4,7,0.78,70,40.64,2980,6.325,49.6,6.4,50.1,5,0.65,69.5,40.64,6110,6.2,45.4,6.4,49.3,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,o,6.89,63.5,14,289.56,6110,5.95,49.5,5.7,47.7,l,4.7,59.8,14,289.56,10700,5.9,47.7,5.5,51.3,h,2.77,61.3,14,289.56,15100,4.325,51,5.7,46.6,,,,14,289.56,15188.5,,,,,u,15,67,14,289.56,2318,6,46.6,6.325,41,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,7,0.78,70,22.605,1520,5.7,47.5,5.525,48.4
6027,Female,21,,7/17/25,11:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,13,1.9,76.7,40.64,1690,7.02,48.6,8,51.4,9,0.98,77,40.64,2980,6.4,62.8,7.425,61,7,0.78,76.5,40.64,6110,7.05,57.2,6.625,53.2,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,66.7,14,289.56,6110,6.65,53.5,7,53.4,j,3.32,64.6,14,289.56,10700,6.375,50.4,6.4,46.5,f,2.08,64.8,14,289.56,15100,6.55,53.1,6.3,45.7,,,,14,289.56,15188.5,,,,,r,10.34,66.8,14,289.56,2318,6.425,44.5,6.05,39.1,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,10,1.22,76,22.605,1520,6.7,46.5,6.525,52.6
6028,Female,49,,7/17/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,14,2.15,74.7,40.64,1690,6.6,49.9,6.5,46.9,12,1.63,77,40.64,2980,6.4,54.2,6.525,50.8,11,1.44,77.5,40.64,6110,6.025,53.3,5.525,49.6,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,71.5,14,289.56,6110,5.95,56.5,5.925,52,n,6.1,70.3,14,289.56,10700,5.725,57.2,6,52.5,d,1.4,69,14,289.56,15100,5.7,54,6.05,53.5,,,,14,289.56,15188.5,,,,,u,15,74,14,289.56,2318,6.05,54.5,6.275,45.4,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,14,2.15,74,22.605,1520,5.8,50.6,6.325,47.2
6029,Male,22,,7/17/25,14:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,75.7,40.64,1690,7.4,48.1,7.35,44.9,12,1.63,78.8,40.64,2980,6.825,44.4,7,41.6,8,0.96,79.5,40.64,6110,7.1,51.1,6.7,42,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,n,6.1,66.7,14,289.56,6110,6.625,46.9,6.625,48.6,k,4.07,66.7,14,289.56,10700,6.475,46.6,7.1,51.4,g,2.22,65.3,14,289.56,15100,6.7,45.4,6.6,49,,,,14,289.56,15188.5,,,,,r,10.34,67.8,14,289.56,2318,6.9,47,6.5,50.6,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,13,1.9,77,22.605,1520,6.85,51.6,6.925,50.2
6030,Male,33,,7/17/25,15:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,10,1.22,53,40.64,1690,6.475,46.4,6.1,50,7,0.78,52.1,40.64,2980,7.225,56.4,6.55,56,6,0.72,52.5,40.64,6110,6.7,54.5,6.7,55.2,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,i,3.05,48.3,14,289.56,6110,6.675,52.1,6.625,54.8,f,2.08,46.2,14,289.56,10700,6.65,51.1,6.6,53.2,e,1.66,48.5,14,289.56,15100,6.7,49.3,6.7,50.9,,,,14,289.56,15188.5,,,,,p,7.7,46.4,14,289.56,2318,6.3,41.4,5.9,45.1,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,9,0.98,52.3,22.605,1520,6.525,48.5,6.225,50
6031,Female,23,,7/18/25,14:15,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,20,4.7,76.5,40.64,1690,7.483,43.6,7.357,42.2,19,4,73,40.64,2980,6.937,34.1,6.815,33.6,14,2.15,74.3,40.64,6110,6.791,43.2,6.763,33.7,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,70.2,14,289.56,6110,6.525,38.4,6.563,34.3,o,6.89,69.8,14,289.56,10700,6.581,41.5,6.505,35.1,m,5.17,70.5,14,289.56,15100,6.541,41.7,6.524,39,,,,14,289.56,15188.5,,,,,t,13,72,14,289.56,2318,6.531,36.8,6.56,35.4,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,18,3.8,81,22.605,1520,6.901,44.9,6.796,44
6032,Female,32,,7/18/25,15:00,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,17,3.3,78,40.64,1690,7.351,55.1,7.429,43.2,14,2.15,76.5,40.64,2980,6.421,46,6.75,51,13,1.9,79,40.64,6110,5.567,56.7,6.173,52.3,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,70,14,289.56,6110,6.249,52.7,6.39,54.9,p,7.7,71.5,14,289.56,10700,6.543,56.6,6.104,50.4,m,5.17,69.4,14,289.56,15100,6.427,54.8,6.392,47,,,,14,289.56,15188.5,,,,,u,15,73.8,14,289.56,2318,5.77,43.1,6.019,49.6,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,16,2.7,77,22.605,1520,6.583,54.2,6.541,34.1
6033,Female,20,,7/22/25,14:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,17,3.3,63.7,40.64,1690,6.798,42.4,7.306,46.8,14,2.15,62.6,40.64,2980,6.641,47.1,6.83,47,11,1.44,67.5,40.64,6110,6.176,46.4,6.547,47.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,n,6.1,60.6,14,289.56,6110,6.422,47.1,6.483,48.4,m,5.17,59.3,14,289.56,10700,6.282,47.7,6.403,48.8,l,4.7,61.3,14,289.56,15100,6.475,46.7,6.523,47.6,,,,14,289.56,15188.5,,,,,q,9,60.4,14,289.56,2318,6.171,45,6.286,46.5,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,16,2.7,62.7,22.605,1520,6.675,48,6.6,47.2
6034,Male,20,,7/22/25,15:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,18,3.8,77,40.64,1690,6.011,41.9,7.23,43.7,15,2.44,77,40.64,2980,6.827,51.5,7.071,53.6,10,1.22,79.8,40.64,6110,6.827,47.9,6.653,49.4,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,q,9,72.5,14,289.56,6110,5.474,52.7,6.586,49.6,m,5.17,65.6,14,289.56,10700,7.983,48.2,6.826,47.2,k,4.07,66.5,14,289.56,15100,6.915,49,6.084,47.9,,,,14,289.56,15188.5,,,,,u,15,73,14,289.56,2318,6.826,33.4,6.496,32.2,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,16,2.7,73,22.605,1520,6.62,40.1,6.886,43.4
6035,Female,24,language barrier,7/24/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,15,2.44,65.6,40.64,1690,7.136,45,6.812,46.9,14,2.15,66.7,40.64,2980,6.493,44.4,6.456,48.3,11,1.44,68.2,40.64,6110,6.386,48.3,6.342,47.5,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,63,14,289.56,6110,6.128,48.1,6.266,45.5,h,2.77,64.4,14,289.56,10700,6.277,48.6,6.269,45.9,,,,,,,,,,,i,3.05,70.4,14,289.56,15188.5,6.129,46.4,5.878,48.9,u,15,63,14,289.56,2318,5.962,47.6,6.016,46.9,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,14,2.15,65,22.605,1520,6.254,39.3,6.308,48.4
6036,Female,22,,7/25/25,13:30,3,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,,,,40.64,,,,16,2.7,73.7,40.64,1690,7.085,49.3,6.698,49.4,13,1.9,75.9,40.64,2980,7.11,49.4,6.802,49.3,9,0.98,77,40.64,6110,6.631,49.2,6.487,49.4,,,,14,259.08,6280,,,,14,259.08,2020,,,,14,259.08,5027,,,,14,259.08,3421,p,7.7,56.2,14,289.56,6110,6.483,50.3,6.135,50.9,n,6.1,56,14,289.56,10700,6.311,50,6.337,50.1,,,,,,,,,,,k,4.07,69.4,14,289.56,15188.5,5.979,49.8,6.182,47.9,u,15,59.5,14,289.56,2318,5.541,51.5,6.338,51.1,,,,55,6060,,,,55,2080,,,,55,4720,,,,55,3270,15,2.44,73,22.605,1520,6.268,51.1,6.401,50.1
